"Data";"Descrição";"Valor";"Conta";"Categoria"
"22/05/2025";"VINDI *INVESTIDOR10 (4/5)";"-19.90";"BRB";"Educação"
"09/10/2025";"LIBERTY PRODUTOS OPTI (3/3)";"-89";"BRB";"Saúde"
"28/11/2025";"LOCALIZA";"-247.14";"BRB";"Transporte"
"19/12/2025";"ACCV CALCADOS LTDA";"-79.96";"BRB";"Vestuário"
"22/01/2026";"RAIA3161";"-138.74";"BRB";"Saúde"
"13/03/2026";"IWATA SUSHI";"-110.94";"BRB";"Restaurante"
"13/03/2026";"EMPORIO JARDIM";"-26.40";"BRB";"Supermercado"
"14/03/2026";"DM *SPOTIFY";"-40.90";"BRB";"Lazer"
"14/03/2026";"NATUH ALIMENTOS SAUDAVE";"-82.50";"BRB";"Supermercado"
"14/03/2026";"EMPORIO JARDIM";"-34.40";"BRB";"Supermercado"
"15/03/2026";"MERCADINHO PIRATI";"-218.45";"BRB";"Supermercado"
"19/03/2026";"JOHNNY JOY MILKSHAKE G";"-26.90";"BRB";"Restaurante"
"19/03/2026";"CABERGAMOBERGAMO";"-55.64";"BRB";"Vestuário"
"20/03/2026";"CVS";"-81.52";"BRB";"Saúde"
"22/03/2026";"A R RESTAURANTE E EVEN (1/3)";"-200.80";"BRB";"Restaurante"
"23/03/2026";"MD FRIOS E LATICINIO";"-33.51";"BRB";"Supermercado"
"24/03/2026";"SITIO VERDE HORTFRUTI";"-56.25";"BRB";"Supermercado"
"24/03/2026";"DROGARIA SAO PAULO 083";"-285.27";"BRB";"Saúde"
"25/03/2026";"COMERCIO DE MILHO VERD";"-30";"BRB";"Supermercado"
"25/03/2026";"MIOMERCATO";"-4.90";"BRB";"Supermercado"
"25/03/2026";"IFD*IFOOD";"-7.95";"BRB";"Restaurante"
"25/03/2026";"AUTO POSTO CATAVENTO LI";"-175.83";"BRB";"Transporte"
"26/03/2026";"MD FRIOS E LATICINIO";"-32.60";"BRB";"Supermercado"
"27/03/2026";"GUIDA CAFE E BISTRO";"-154.55";"BRB";"Restaurante"
"28/03/2026";"S E K ALIMENTACAO";"-44.95";"BRB";"Restaurante"
"28/03/2026";"ANCAR PARKING";"-14";"BRB";"Transporte"
"28/03/2026";"MUNDO DI CHOCOLATE";"-29.02";"BRB";"Lazer"
"29/03/2026";"MIOMERCATO";"-23";"BRB";"Supermercado"
"01/04/2026";"MD FRIOS E LATICINIO";"-26.22";"BRB";"Supermercado"
"01/04/2026";"EMPORIO JARDIM";"-26.40";"BRB";"Supermercado"
"02/04/2026";"MERCADINHO PIRATI";"-148.95";"BRB";"Supermercado"
"02/04/2026";"MD FRIOS E LATICINIO";"-10.54";"BRB";"Supermercado"
"03/04/2026";"JIM.COM* DOLCE ESQUINA SO";"-9";"BRB";"Restaurante"
"04/04/2026";"CHURRASKILO BETHANIA";"-76.68";"BRB";"Restaurante"
"06/04/2026";"SITIO VERDE HORTFRUTI";"-60.52";"BRB";"Supermercado"
"06/04/2026";"55723745BRUNO";"-42";"BRB";"Outros"
"07/04/2026";"MIOMERCATO";"-14.80";"BRB";"Supermercado"
"10/04/2026";"ANDREAREGINADOS";"-42.75";"BRB";"Serviços"
"11/04/2026";"00030 SH CENTERVALE";"-139.90";"BRB";"Outros"
"11/04/2026";"HERING STORE TRIBO LTD";"-199.98";"BRB";"Vestuário"
"11/04/2026";"BOLOGNIESICIALTDA";"-243.50";"BRB";"Restaurante"
"11/04/2026";"ZIG*HOPFIELDS BAR";"-100.65";"BRB";"Restaurante"
"11/04/2026";"PADARIA PAO DE QUEIJO";"-34";"BRB";"Restaurante"
"12/04/2026";"CHURRASKILO BETHANIA";"-70.95";"BRB";"Restaurante"
