"Data";"Descrição";"Valor";"Conta";"Categoria"
"17/06/2025";"WWW-CASASBAHIA-COM-BR (9/10)";"-247.76";"BRB";"Casa"
"09/09/2025";"PG *AFYA PARTICIP (7/12)";"-212.35";"BRB";"Educação"
"29/10/2025";"IG*MYPROFIT (5/12)";"-17.90";"BRB";"Serviços"
"20/12/2025";"LOJA 18 STAR (3/6)";"-200";"BRB";"Outros"
"20/12/2025";"LOJA 18 STAR (3/6)";"-150";"BRB";"Outros"
"15/02/2026";"MANGAI DF LAGO";"-111.21";"BRB";"Restaurante"
"17/02/2026";"BIG BOX";"-21.14";"BRB";"Supermercado"
"17/02/2026";"PAO DOURADO";"-8.49";"BRB";"Restaurante"
"17/02/2026";"BOLOS DO FLAVIO";"-49";"BRB";"Restaurante"
"17/02/2026";"ATACADAO DROGACENTER EX";"-61.43";"BRB";"Supermercado"
"18/02/2026";"BIG BOX";"-51.96";"BRB";"Lazer"
"19/02/2026";"BIG BOX";"-18.45";"BRB";"Outros"
"19/02/2026";"PECA RARA NW (1/2)";"-335.10";"BRB";"Vestuário"
"21/02/2026";"BIG BOX";"-25.81";"BRB";"Outros"
"22/02/2026";"EC *SHELLBOX";"-283.61";"BRB";"Transporte"
"22/02/2026";"TERMINAL DE BRASILIA";"-3.57";"BRB";"Transporte"
"22/02/2026";"CARTERS";"-39.99";"BRB";"Vestuário"
"22/02/2026";"CARTERS (1/5)";"-975.95";"BRB";"Vestuário"
"23/02/2026";"BRADESCO AUT*07DE10";"-307.61";"BRB";"Outros"
"23/02/2026";"BIG BOX";"-146.81";"BRB";"Supermercado"
"28/02/2026";"DROGASIL 1368";"-12.10";"BRB";"Saúde"
"04/03/2026";"EBN*SPOTIFY";"-40.90";"BRB";"Lazer"
"07/03/2026";"REDE DE ESTACIONAMENTOS";"-12";"BRB";"Transporte"
"09/03/2026";"APPLECOMBILL";"-19.90";"BRB";"Serviços"
"10/03/2026";"BIG BOX";"-150.74";"BRB";"Supermercado"
